pt,eta,phi,m
1.29502e+06,771325,-1.08622,-0.889516
281729,27886.2,3.00314,2.20629
558244,546911,0.137785,-1.12422
149243,93278,-1.03371,0.28776
440088,396121,0.446537,-2.76359
275095,222415,0.635856,1.09928
297409,183660,1.0604,-2.80335
189380,86581.3,-1.41831,-2.64778
1.24077e+06,1.178e+06,-0.314517,-0.0344506
122306,87399.7,-0.863466,0.262595
57363.1,45128.5,-0.701534,-1.99036
844749,817608,-0.218755,-2.17853
550378,534408,0.24044,0.139624
318361,191244,-1.08465,-2.35375
122245,60205.8,-1.32786,-3.11444
775283,309181,-1.56815,-0.594275
124761,122175,-0.0664953,-2.24721
80048.2,78874.8,-0.0772352,-3.05552
1.40199e+06,903238,1.00688,-2.85159
817569,475633,1.13654,-1.12535
1.73809e+06,862093,1.31823,0.284697
517966,427593,0.630297,2.65798
173117,89605.8,-1.27339,0.326645
709810,689272,-0.206577,1.02368
558441,192506,1.72635,0.342029
214205,98089.1,1.41561,2.70253
685584,90755.3,2.71067,1.45635
494010,438395,0.488355,2.95556
191569,167359,0.514209,-0.46713
52298.8,51645.3,0.133609,2.30691
424841,247486,1.12255,0.0298547
246465,203549,0.628816,0.70479
75467.1,73103.3,-0.208778,-0.22277
71275.6,50992.1,0.855141,1.5066
463813,354090,0.761158,1.70156
435659,209756,-1.35881,1.31049
125158,124343,-0.00667298,1.19497
393604,319446,0.660085,-0.789126
286799,285222,-0.0715186,1.63455
1.17241e+06,855732,0.834379,1.2634
346653,221966,1.01333,-2.74023
700874,101577,-2.61849,2.62186
844757,560363,0.967335,-2.4715
275196,238536,-0.537713,-1.6363
273132,232442,0.574663,0.308001
591089,538432,0.418559,-0.266769
1.22891e+06,1.09485e+06,0.48666,0.792216
663647,141584,2.22589,-2.49742
526689,521828,-0.0435562,-2.83878
333380,103869,-1.83028,-2.99349
99060.7,97621.2,0.123078,-2.52048
524591,430737,-0.626266,-2.97538
403513,279500,-0.901629,2.17995
102413,44985.8,-1.45772,-1.84699
328714,254971,0.732898,1.31314
311381,199570,0.996804,-0.655976
133360,93435.9,-0.888529,-0.217747
286067,69581.4,2.09076,0.697375
163933,67681.1,-1.52899,1.36269
218740,60798.8,-1.95258,-0.441458
457719,378723,0.630214,1.31759
500731,495414,0.131203,-0.560452
480666,466411,-0.0203038,-2.8756
480436,465349,-0.0639378,0.471892
617300,560385,-0.438058,-2.7927
616330,506905,-0.64451,2.50291
98247.1,92204.2,0.30597,-2.4264
2.2383e+06,541286,-2.0975,-2.59924
630852,573967,-0.43118,-2.90626
352229,349565,-0.0542775,-3.01808
559042,282071,1.30512,-3.08355
514207,276545,1.22524,-0.785507
431959,149217,1.72435,2.68938
129532,106552,-0.564075,-0.889004
190384,91742.7,1.34974,-2.05517
893765,806874,-0.43788,-3.02851
218092,188240,-0.521276,-1.38912
243909,52949.7,-2.20785,0.466439
449372,388366,-0.502252,2.64593
261042,112519,-1.48208,1.84916
373137,94569,-2.04862,-3.13925
83457.3,79376.5,-0.28344,0.0215278
390767,374598,-0.273243,0.016066
1.39179e+06,472073,-1.74318,1.26709
332726,264700,0.696367,1.27249
131066,106604,-0.64741,-1.15265
88601.8,47495.3,-1.22137,-0.535815
67784.9,42303.8,-1.04105,2.19266
73123.6,42172.2,-1.13779,0.807055
511186,446228,-0.522034,0.933583
582845,155938,1.99256,-1.72077
960085,586766,1.07197,-0.242062
464426,451577,0.104626,-2.27848
250364,175210,0.890476,-2.09619
360399,354415,0.0698944,-3.00136
188103,179439,-0.0917024,-1.79789
83757.2,72476.1,-0.536067,3.00688
444240,314341,-0.876068,1.84562
274086,138108,-1.30175,2.61425
476500,113855,2.10906,-1.65947
838825,584306,0.89862,-2.76033
2.36392e+06,903693,-1.61589,0.244719
166817,158251,-0.324026,-2.92356
556866,465089,0.60808,1.61489
333689,214288,1.00844,0.37099
1.00067e+06,491111,-1.3378,-2.3265
46672.7,44786.6,0.224692,-2.46338
45167.8,39090.9,0.539847,0.0724096
910648,674038,0.80374,2.96287
781283,294807,-1.6293,-2.13596
460102,225797,-1.33466,-0.069503
1.06575e+06,672437,1.03358,-2.87723
140181,47551.8,1.73834,1.25352
803607,788910,-0.0416941,1.9068
1.27777e+06,287575,-2.1705,-2.32235
237513,125587,-1.247,-2.37228
133469,92854.4,-0.896644,1.61821
1.084e+06,74465.2,-3.36996,1.63417
2.54616e+06,627340,-2.07827,-2.11361
1.09436e+06,976723,-0.460104,2.84337
1.17786e+06,993998,0.591466,0.885115
1.11268e+06,735166,0.963484,1.6484
646193,262196,1.55065,1.88395
176657,171144,0.2487,-0.61475
1.30775e+06,1.28032e+06,0.049152,-0.427027
436048,426302,-0.162743,2.40913
1.04841e+06,465112,-1.44773,0.123904
183397,175273,-0.269835,2.24834
80455.3,48623,-1.08114,-0.759111
46843.8,34613.9,-0.807664,-2.30248
1.29556e+06,326484,-2.05248,1.87211
217189,149881,-0.898376,2.80627
207562,139624,0.932088,1.77439
45539.7,34298.6,-0.756929,-0.512959
1.82598e+06,615446,1.74806,0.861233
55364.5,48375.8,0.499568,-2.09285
65775.3,39479.2,1.09216,-0.293603
1.39818e+06,34321.1,4.40015,0.123068
764219,732103,0.293956,-1.63913
1.28057e+06,105024,3.19221,0.633786
491497,448573,0.384275,2.89161
426785,393607,-0.328265,2.42077
610991,78872.1,2.73603,2.63974
681088,661442,-0.201401,1.73714
35595.8,27864.9,-0.701772,2.96343
1.06574e+06,820398,-0.75371,2.17411
114491,74309.4,0.980303,0.775596
360072,346344,-0.250046,-0.237403
2.12075e+06,319295,-2.58029,-1.63921
65713.5,65093.2,-0.00096147,-1.22373
273267,257919,-0.240317,-0.432493
939330,121209,-2.7365,-2.75471
98236.9,97198.9,-0.0284217,1.32187
125610,86063,-0.918316,-1.13504
67167.8,62298.4,-0.363274,0.379358
584492,323624,-1.19565,2.82608
317236,120514,1.61999,-1.26851
332033,317477,-0.25012,0.193742
588186,182414,-1.83827,-2.4519
114205,106680,0.299198,-0.799317
60737,56974.3,-0.342156,1.8585
592481,334526,1.16917,1.64763
333821,227577,0.913108,-2.75581
257096,57143.3,2.1838,0.296523
753076,379837,1.30407,1.84653
268931,253944,-0.31328,-0.563617
346625,131906,-1.62066,-2.11447
875651,105821,-2.80251,-0.351357
535186,383796,-0.853614,2.29076
298403,110792,1.64444,1.2493
183282,90607.7,-1.32629,-0.434177
92829.9,79280.8,-0.55397,0.513113
174540,57526.8,-1.77396,2.85546
828851,608331,-0.823771,-0.287122
392107,274217,-0.89337,-1.62607
376973,51771,-2.67296,-1.11508
352959,335040,-0.320505,0.00968367
181467,168150,0.365769,1.32411
133268,105232,0.672398,-0.041474
389295,277725,-0.846609,-2.78578
275895,227930,-0.629862,-2.04242
156541,127507,0.575217,-0.418301
803953,101026,2.76309,-0.547906
280127,71975.2,-2.03474,-0.917987
415859,66662.1,-2.51679,0.252316
916849,813187,0.490025,1.78978
832692,523280,-1.03926,1.26257
414751,402213,-0.238676,-3.09017
101752,99686.7,0.131355,0.218922
80800.6,77624.9,-0.253191,-0.530374
444469,346571,-0.727236,1.94556
379196,117727,-1.83617,2.03101
737776,97152.3,-2.716,2.15544
86789.3,46195.9,1.24195,-1.64507
863768,603080,0.89247,-1.99983
226857,175521,0.746272,0.837979
1.65183e+06,577020,1.71026,-2.58449
170954,51090.1,-1.87359,0.766239
706514,499364,0.875501,-2.19448
283116,260944,-0.379004,-0.544754
779860,64109.8,3.1898,2.06537
63171.6,24996.6,-1.57393,-3.14105
163253,24793,-2.57101,-0.528669
451557,378726,0.58362,2.46972
459995,337087,0.826152,-1.79421
507318,194924,-1.60907,-2.80217
54822,50240.9,-0.414018,-0.316314
720845,628521,-0.528661,2.96083
155954,147639,0.281882,-1.63899
79239.9,79191.3,0.0025465,2.37637
959583,687958,-0.835335,-1.62062
306019,303939,-0.058377,-2.30791
284579,261966,-0.410484,0.280195
206583,152178,0.811219,0.733877
512850,403687,0.716293,0.675911
436026,329823,0.775935,-0.111696
123451,74981.2,1.06188,-2.70967
454715,305207,0.948481,1.3403
1.00345e+06,187051,-2.36398,0.124188
284079,107094,1.6302,-1.85454
1.1355e+06,576127,-1.29907,0.998713
132090,107894,-0.63351,1.66417
864068,106705,2.78072,-1.20256
1.43359e+06,678139,1.38012,1.10267
42819.5,32634.9,0.726759,-0.421992
320513,286122,0.466161,-1.25564
506823,125799,-2.07033,-1.30057
175041,104582,1.08347,-2.60656
177798,67382.5,1.62361,-0.249107
1.30538e+06,1.25741e+06,-0.244273,-2.88932
1.00948e+06,909931,0.448829,-1.98205
220362,218408,-0.0670528,-2.39443
363119,175471,1.35258,0.181049
260141,135252,-1.26309,2.88579
67158.6,42999,1.009,-1.2699
263137,35844.6,-2.68147,0.67694
614868,593451,0.17146,2.10388
223143,164918,-0.812756,2.3757
1.04136e+06,734883,0.883099,0.267242
369335,362780,0.000845551,2.5706
337792,262161,0.733351,3.03862
104682,98153.5,-0.27627,0.454564
771566,681444,0.493792,0.331657
772168,391493,1.29944,-0.19099
165072,106649,-0.995359,-0.825291
123670,106101,0.563614,2.67974
149026,36320,-2.08821,-2.89873
808821,783205,0.217155,0.940208
360933,356096,0.145641,2.38274
213792,146360,-0.907691,2.20982
109483,92429.1,0.568863,1.45553
126705,65138.3,1.28446,-0.449389
485798,483474,0.0253875,1.93678
313775,162088,-1.27755,2.72621
71218.1,44891.5,-1.02943,1.85154
484327,441586,0.404021,-2.20995
333490,302081,-0.38836,-0.190889
340793,297646,0.520489,1.33792
58243.7,54317.9,0.344463,-0.647702
631925,48452.3,3.25975,-0.611552
31193.3,29476.1,-0.319095,-0.909874
182578,29083.9,2.52353,1.63658
568331,412133,-0.83479,-2.9615
1.18544e+06,215932,-2.38666,-1.96645
207837,195538,-0.323804,2.21697
507055,80132.3,2.53156,0.759008
88788.3,33992.4,-1.60674,-2.08354
137560,24637.4,2.40382,-2.92955
724663,634460,0.526007,2.33332
395398,62413.1,2.53211,0.560724
26441.6,24653.1,0.319777,1.47367
1.23908e+06,925282,0.787217,1.82505
372880,213748,1.13956,-2.29815
84953.5,80206.7,0.198041,0.498514
2.20023e+06,496165,2.16892,-3.01245
137425,116693,0.560916,-0.285678
169907,40673.7,2.10622,-0.557449
190386,33534,-2.42049,-1.79076
30127.2,27067.3,0.385231,3.08031
920320,526695,1.15525,0.954453
370552,64706.5,2.42963,1.49776
252264,224577,0.462049,-1.35181
183607,177379,-0.0150418,0.0313221
674742,161297,-2.10947,-0.126014
160978,62386.1,-1.59595,2.23205
506514,476976,-0.288656,2.18859
162448,57021.9,1.70685,-0.223117
1.29524e+06,896711,-0.90748,0.0930856
84749.7,48115.8,-1.15895,-0.875143
395910,243022,-1.06912,0.386829
231130,214316,-0.32201,-1.10498
161362,157579,0.131905,1.08072
53101.3,35340.4,-0.961944,-1.20112
684776,657663,0.109518,-2.13813
214543,164126,0.749516,-0.926606
138084,124464,0.416089,1.64858
78247,71613.3,0.364877,0.812906
541000,358996,-0.965984,0.319679
1.05165e+06,168115,-2.52013,-0.386124
963637,942301,0.107249,1.70898
758791,588284,0.742988,0.675523
868423,388612,1.44282,1.34082
101045,83562.9,0.624405,2.48576
784766,749861,0.232181,-0.239403
462330,337783,-0.828156,-2.39268
1.70927e+06,1.30434e+06,0.767554,1.09131
986320,186984,-2.34679,-1.2615
1.62368e+06,1.20593e+06,-0.805393,3.03881
1.45534e+06,494373,-1.74249,0.129533
338576,326234,0.240215,2.56696
2.34589e+06,514174,-2.19742,2.50938
769415,761905,0.129406,0.990096
960910,761493,0.698907,2.6788
278326,75216.7,1.97963,-1.49208
514306,502298,0.107662,0.130652
1.41489e+06,462293,-1.78339,-2.02407
312667,304400,0.104777,2.1252
273351,213278,-0.723162,2.17658
174498,59504.3,1.7384,-0.0779678
45775.3,43625.9,-0.303447,-0.940768
395360,386246,-0.18899,2.32009
330484,249275,0.767499,-2.88726
681461,244753,1.68127,0.381311
229814,227438,-0.0130591,-2.65039
160567,58706.9,-1.66222,-1.82513
1.15975e+06,835821,0.819758,0.337592
609312,291374,1.36625,-1.29873
557522,204461,-1.6605,3.02436
602625,47210.4,3.23821,0.594652
292137,277513,-0.300107,2.86272
139422,109732,-0.708607,-0.795983
87840.8,61812.3,-0.880104,-2.1762
57908.6,54603,-0.328211,0.446322
46412.4,44752.8,0.246844,0.11882
240960,26637.5,-2.89171,2.4873
3.02661e+06,711554,-2.12595,-1.20055
253902,177082,-0.897343,1.17207
818669,565872,-0.909571,-1.70118
1.09201e+06,591028,1.22396,-0.294802
275076,173575,1.03161,2.79894
739213,731992,0.11146,-1.11347
742178,592343,0.688089,2.91633
298252,272738,-0.351322,0.257194
458858,189155,1.53099,0.428809
537205,417900,0.717814,-1.13147
826488,433587,-1.25913,-0.317012
212189,193105,0.416037,-2.74858
311291,101426,-1.78606,0.476271
54220.9,54027.2,0.0389955,0.884944
732399,648680,-0.494279,1.13087
883288,554722,1.0297,-1.82508
1.80567e+06,355887,-2.30617,-3.0236
369046,188053,1.2895,-1.10456
579483,446520,0.747251,-2.31526
356306,194589,-1.21108,0.57277
119328,102248,-0.565988,3.01355
56742.7,36739.7,-0.993348,-1.75959
74871.4,29879.2,1.5669,-1.22538
952741,539808,-1.16475,0.28116
446925,397877,0.486142,-2.85822
243359,237155,0.0176874,0.333695
978644,823972,0.587399,2.95149
79080.4,53037,0.945414,-0.758188
1.28858e+06,1.00542e+06,0.730959,-0.695737
273799,267140,0.0250261,2.70034
819570,636144,-0.740716,-0.375535
293043,151394,-1.27627,-0.901393
239933,105292,-1.45813,2.78061
625356,618737,-0.139218,-3.02308
133859,86962.8,0.993075,2.29317
355692,68142.7,2.33615,0.0552138
631400,599690,-0.322244,-0.125449
1.32624e+06,900251,-0.913238,-2.76201
363036,358593,0.134184,1.2418
612768,307080,1.31068,1.56993
170783,166560,-0.185552,-0.916195
264443,76829.6,1.90246,-1.86589
717591,478346,-0.961734,-1.56019
1.50294e+06,134271,3.10638,-0.162618
86237.3,84528.7,0.170569,-2.1358
427627,398895,-0.362655,-1.30628
488234,246184,-1.3052,-3.08751
655131,398263,-1.08175,1.64792
945559,370081,1.58903,-0.315766
1.18492e+06,592805,-1.31423,1.15209
635048,560305,-0.497729,1.50662
321699,176752,1.20548,-0.99929
321414,90438.1,1.94057,2.6589
155345,61748.9,-1.56962,1.17164
39102,37627.3,-0.136758,2.47965
614508,474457,0.744104,1.8852
71833.1,67788.7,-0.318572,1.74427
258068,53496.4,-2.25496,3.10624
961190,51615.1,3.61671,-0.324667
891901,593694,-0.963971,0.448499
98512.3,90833.2,-0.380489,1.99278
432902,371887,0.562085,-2.65257
288119,141222,-1.33517,-1.36652
154100,106177,0.895346,0.398218
320950,79297.4,-2.07504,1.70777
263305,57249.4,2.20637,-2.03786
203578,44012.3,-2.21164,-1.13294
1.02753e+06,952256,0.297957,0.751958
470635,379395,0.676285,1.46788
397197,244770,1.06324,0.38446
248621,182525,-0.821838,2.06971
633321,594319,0.330564,2.16119
651876,118104,-2.39291,-1.33588
622747,612854,-0.0949327,2.95382
616603,508933,0.636207,-0.314883
852323,236217,1.95537,0.398469
245691,179010,-0.835024,2.35338
500457,111566,-2.18093,-3.04996
101034,67632,-0.949052,-1.45474
1.4299e+06,742611,-1.27109,-2.58725
866089,46576.6,3.61523,0.834843
792051,553202,0.894275,3.07961
520062,491738,-0.324467,-0.270208
319110,298195,-0.351964,-2.90849
520365,98565.4,-2.34638,1.69998
936501,90709.9,-3.02479,-2.76382
2.90641e+06,608811,-2.24501,-1.04803
131327,122714,-0.364661,-2.89707
789347,786731,0.0497331,1.89972
211233,110724,-1.25858,-2.54444
165388,29238.1,2.41765,-0.538862
687674,592042,-0.54625,-2.61637
574410,52249.9,-3.08824,-1.68345
88664.7,51173.8,1.13886,-0.435279
303321,272783,0.444413,1.27223
875943,138431,-2.53171,-2.1712
127738,115156,-0.415962,2.20964
139832,138966,-0.0454701,0.233776
984650,127571,-2.73171,-0.111377
137013,95111,-0.89471,-2.41969
107788,70223,0.987528,2.62777
197225,58922,-1.87491,2.10637
45508.6,36025.3,0.710549,1.65915
212221,30923.7,-2.61316,1.05686
93173.5,28324.9,-1.85639,0.387193
437007,250517,1.15446,-0.97582
228448,215833,-0.318138,-3.03092
1.28829e+06,132382,2.96582,1.22173
1.18336e+06,584241,1.32966,-2.06161
472884,471728,-0.0256447,-0.832414
621295,369216,-1.10906,0.315259
144912,134309,-0.384806,2.86105
69007.3,68484.3,-0.0898164,0.718255
477020,48084,2.98485,0.547249
703223,569170,-0.671204,1.26116
768472,603011,0.706409,1.9653
233614,227906,-0.106086,-0.752349
165074,66073.5,1.56346,0.0100631
509514,283411,-1.19015,-2.42602
216827,168455,-0.730703,0.874884
238722,101596,1.49602,-2.8958
1.06544e+06,564331,1.24863,-3.07324
287364,274766,-0.281491,-1.24528
198577,43290.9,2.20252,-2.90194
488409,433558,-0.494482,1.86997
704634,375373,-1.24106,-2.73154
997868,495138,-1.3226,0.532457
410538,114895,1.94533,-2.99228
686358,620578,-0.452881,-3.05871
687377,123566,2.4001,-1.54873
59054.8,46832.4,-0.678218,-0.178726
713907,711407,-0.0409617,-0.955356
1.03464e+06,769750,0.788713,-3.05942
97214.5,95686.1,0.122975,-2.5508
56114.5,47729.7,0.583359,2.6308
497513,485643,-0.180433,0.926119
188483,124874,-0.960786,-1.95934
198491,46557,-2.12754,-2.59659
227870,32960,2.62037,-1.93993
43506.5,28242.1,0.987725,-1.81021
666032,579559,0.530473,2.5124
368994,164148,1.44728,-2.46583
29217,28894.9,-0.0313752,2.17159
761793,689503,0.427663,1.02674
3.35235e+06,368244,-2.89874,-0.505925
265947,259753,-0.153054,-2.18525
3.23136e+06,1.58428e+06,1.33688,3.02492
49029.8,43141.5,0.508957,-1.80093
694970,601366,-0.547989,3.09632
548072,33818.9,-3.4775,-0.498214
500765,398504,-0.700906,-1.33968
818884,243981,-1.87592,-1.98892
1.47158e+06,62310.1,3.85461,0.973497
1.01344e+06,1.00865e+06,0.0696885,1.36336
684019,474028,-0.898461,0.565593
382740,203002,-1.24283,-2.64291
134613,69329.9,1.27981,0.273128
363482,350668,0.204442,-1.41759
1.23602e+06,325996,2.00739,2.31857
139392,96493.2,-0.894261,-0.517956
88509.4,59779.6,-0.939956,0.34921
549831,440620,0.657851,1.74632
616337,258635,1.51358,-0.940242
331941,320852,0.229238,-0.62075
521073,280220,-1.22874,1.91295
249355,152874,1.06642,-0.549359
592906,573796,-0.221231,2.00884
793186,567808,0.855133,1.45064
682571,530062,0.725295,-1.64032
149586,146273,-0.176045,0.94987
753181,638421,-0.556829,-2.36633
148527,145345,0.121916,-0.654794
210982,109598,-1.26825,2.00514
776356,637798,0.644979,-2.28673
474958,468353,-0.118993,1.00329
116955,77484.5,-0.967132,-0.371859
173988,76064.3,1.46171,-1.97026
480078,405081,0.588474,0.538894
196675,181031,0.370797,-0.73051
936999,45216.1,3.72373,1.27956
42537.7,40945.1,-0.113779,-2.27727
1.25168e+06,1.14818e+06,0.392271,-0.411872
231429,127382,1.20323,0.754895
72565,70449.8,-0.205672,0.411877
68830.9,62175.6,-0.457319,2.33228
874015,712781,-0.656777,-1.08967
670166,121245,-2.39434,-2.87881
280706,60889.6,2.20824,0.91198
56606.2,50094,-0.473145,-2.00933
885458,708186,0.688322,0.610151
129548,117548,0.42445,-0.023248
527146,387921,0.820782,2.21246
305584,264475,0.507838,1.65164
196697,147619,-0.789828,3.03944
136802,136228,-0.0594722,2.00258
128560,81143.3,1.03205,2.24753
1.32708e+06,187409,-2.64548,2.93262
189095,135370,0.861555,0.861776
207869,131693,-1.02734,-2.71298
114315,92141.2,-0.672295,1.95165
386780,70666.3,2.38358,-1.45908
64572.7,53658.5,-0.572684,0.546338
54156.1,52246.3,-0.248939,-2.34964
180722,50311.2,-1.95114,1.77063
303861,256273,0.597918,-2.03849
293172,179465,1.06743,2.1636
112019,109025,-0.0969461,2.46781
274042,66819.1,2.08772,3.05448
296018,292981,0.0223837,-2.53485
133739,101013,-0.784094,0.937342
282144,75640.8,-1.98791,-3.05346
1.05098e+06,73327.3,-3.35444,-2.26695
535248,31306.6,3.53103,-1.81722
951088,467828,1.32036,1.59054
239950,232559,0.195142,1.13411
177316,68063.5,1.60928,0.688753
581473,565879,0.0244124,-2.76834
95836.4,95106,-0.0432325,-2.7259
438822,306067,0.887249,-2.28843
116893,97610.2,-0.590583,1.09649
218175,77198.7,1.69582,-2.34022
1.08561e+06,873460,0.682617,-0.0406379
284377,74639.3,2.00936,1.98697
1.73926e+06,1.19399e+06,0.918382,-0.747243
443372,381121,-0.525641,-1.131
168300,163647,-0.120718,2.52627
1.20043e+06,754313,-1.03857,-1.18579
399821,392639,0.161337,1.96767
525770,240913,1.41477,0.799391
436435,378867,0.531124,-1.90692
180222,120578,-0.954734,-2.02831
1.781e+06,120297,3.38691,-0.174023
96717.7,87935.2,0.413942,-0.937446
59953.9,55953.1,0.301599,1.93386
97819.1,30707.7,-1.82281,-1.1205
848349,557013,0.978783,-2.91407
334254,306471,0.396347,0.94421
357278,162268,1.42281,1.02048
495070,157083,-1.8137,-2.14696
530300,510567,-0.217805,1.4289
149448,116245,-0.734578,1.98479
42709.8,39866.4,0.352471,-1.74024
670838,541342,0.644456,-1.09321
2.11985e+06,501968,-2.11935,0.222219
436265,375316,-0.555592,1.65315
187879,183851,-0.152683,-1.08543
178012,148383,0.576804,-2.48834
1.32173e+06,417316,1.81659,-1.41861
188754,182846,0.209095,1.55933
704413,426702,1.08562,0.111393
268547,154686,1.14707,-1.64323
1.01434e+06,578755,1.15938,1.81326
862441,802848,-0.352083,-1.53102
342078,208903,1.05459,1.657
220353,68169.4,-1.83835,1.11139
40694.9,37839.3,0.365432,2.53155
1.59859e+06,518833,-1.79057,2.3187
618238,206425,-1.7598,1.02167
845161,732906,-0.512354,1.88815
501970,463006,0.385692,-1.81648
183189,100355,-1.19785,-1.52212
102979,79860.1,-0.738472,1.32797
262605,63907.2,-2.08746,-1.2673
554436,484860,-0.508463,0.729307
674161,103366,2.56224,1.26926
121113,82148.1,-0.924678,-0.46509
136676,77657.5,1.16348,-0.1178
73048.6,43947.2,-1.08364,-1.38314
432893,347340,-0.683334,-1.13556
370279,102124,1.96038,1.75202
301948,31162.8,-2.96089,-2.50203
585796,561339,-0.267857,-0.944282
203321,188253,0.389477,-1.32468
36577.6,29990.8,0.596507,2.3462
677712,347434,-1.28123,0.776029
687546,191627,1.94948,2.78556
299141,156162,1.26407,-1.90027
995351,50540.4,3.67278,-1.246
203440,190528,-0.354836,1.47922
266817,184726,0.906447,1.4424
271361,153082,-1.16687,-1.33892
432750,286584,0.934366,-0.839244
727472,162700,2.17778,-0.0585995
149091,146212,-0.189355,2.16229
276163,257134,-0.243331,0.29846
262233,252975,0.257034,-3.06973
172570,64342.9,-1.64093,2.17334
73266,39502.2,1.22415,-2.66291
